Hard,27.3839835729,79,5,R128,283,21,195,115,96,31,104871,R,188,28.9308692676,31,1255,105208,,1
Hard,103565,R,185,35.6714579055,225,233,106216,,22.4996577687,132,5,R128,100,3,79,41,36,20,0
Hard,103990,R,180,33.7166324435,42,1000,104291,,31.9945242984,104,5,R128,287,8,190,112,81,42,0
Hard,30.4476386037,100,5,R128,114,2,92,57,45,25,105065,R,175,28.052019165,108,543,104593,,1
Hard,106058,R,185,23.3155373032,22,1525,126203,,18.2231348392,155,5,R128,147,9,122,66,49,29,0
Hard,22.9733059548,99,5,R128,216,4,184,109,91,41,104586,R,196,30.4859685147,51,827,106121,,1
Hard,103285,R,185,37.1416837782,188,272,105147,,27.6687200548,125,5,R128,196,7,149,88,68,28,0
Hard,26.5106091718,223,5,R128,96,3,75,49,40,16,103970,R,175,33.7960301164,8,4145,105376,,1
Hard,21.7467488022,143,5,R128,90,2,65,38,33,20,105064,L,188,28.052019165,37,1105,111442,,1
Hard,105449,R,188,26.0670773443,32,1240,105379,,26.5023956194,49,5,R128,125,5,104,55,46,28,0
Hard,103852,L,188,34.3271731691,19,1690,105554,,25.6563997262,185,5,R128,88,1,69,38,35,14,0
Hard,31.8494182067,110,5,R128,186,9,161,108,72,21,105550,L,,25.6728268309,75,693,104327,,1
Hard,104545,R,206,30.7296372348,11,2495,105668,,25.1800136893,56,5,R128,105,0,82,64,58,13,0
Hard,106071,R,193,23.241615332,17,1720,104797,,29.363449692,59,5,R128,179,0,138,95,75,20,0
Hard,104620,R,183,30.2778918549,64,765,104548,,30.7186858316,,5,R128,219,0,157,104,83,30,0
Hard,23.4223134839,89,5,R128,165,1,119,79,48,20,105357,R,183,26.5954825462,95,611,106043,,1
Hard,104180,L,193,32.6954140999,38,1105,104926,20,28.6543463381,23,5,R128,239,8,165,100,89,33,0
Hard,105311,R,,26.803559206,33,1191,105062,,28.0629705681,94,5,R128,127,1,87,57,42,16,0
Hard,105053,R,188,28.1423682409,70,723,105385,,26.4887063655,47,5,R128,136,1,97,49,35,28,0
Hard,105032,R,,28.2491444216,67,747,105173,,27.5537303217,48,5,R128,158,5,121,80,60,18,0
Hard,104918,R,190,28.6789869952,2,8945,100644,,18.7460643395,83,5,R128,127,2,76,44,36,19,0
Hard,104925,R,188,28.6598220397,1,16790,111460,,19.227926078,187,5,R64,100,0,72,44,38,20,0
Hard,104312,R,190,31.9069130732,29,1290,106045,,23.4195756331,69,5,R64,126,1,114,63,51,27,0
Hard,23.8439425051,174,5,R64,253,13,162,76,57,44,105643,L,190,25.28678987,53,815,105952,,1
Hard,104542,R,188,30.7542778919,10,2725,117357,,18.6694045175,310,5,R64,103,6,84,56,46,14,0
Hard,104198,R,188,32.6242299795,27,1430,104978,,28.5065023956,151,5,R64,149,4,121,75,57,28,0
Hard,25.5906913073,103,5,R64,113,1,93,63,52,18,105453,R,178,26.0533880903,7,4235,105572,,1
Hard,105777,R,188,24.6762491444,28,1420,105477,,25.9630390144,210,5,R64,159,4,119,84,63,21,0
Hard,30.4093086927,73,5,R64,101,1,68,41,33,16,106233,R,,22.3737166324,20,1645,104597,,1
Hard,28.0027378508,61,5,R64,139,0,89,55,46,21,105227,R,198,27.3045859001,13,2405,105077,,1
Hard,106401,R,,20.7282683094,30,1260,104655,,30.045174538,41,5,R64,118,1,96,62,49,22,0
Hard,104607,R,196,30.3353867214,6,4560,105806,,24.5201916496,138,5,R64,98,2,64,39,37,15,0
Hard,32.1752224504,45,5,R64,169,2,129,70,41,37,104534,R,175,30.7898699521,87,633,104269,,1
Hard,105723,R,185,24.9034907598,74,693,104871,30,28.9308692676,31,5,R64,128,3,109,68,55,21,0
Hard,104792,R,193,29.3798767967,25,1485,103917,,33.9904175222,63,5,R64,100,3,81,57,51,12,0
Hard,103565,R,185,35.6714579055,225,233,104330,,31.8357289528,93,5,R64,216,6,177,96,66,44,0
Hard,103970,R,175,33.7960301164,8,4145,103720,,34.8966461328,308,5,R64,152,1,102,71,48,18,0
Hard,105449,R,188,26.0670773443,32,1240,105064,,28.052019165,37,5,R64,88,2,72,37,33,22,0
Hard,25.6728268309,75,5,R64,271,14,216,117,89,50,103852,L,188,34.3271731691,19,1690,105550,,1
Hard,104545,R,206,30.7296372348,11,2495,104719,,29.7686516085,80,5,R64,140,4,101,72,59,21,0
Hard,105357,R,183,26.5954825462,95,611,104180,,32.6954140999,38,5,R64,218,5,167,110,74,31,0
Hard,104468,R,183,31.0581793292,15,2145,105643,,25.28678987,53,5,R32,102,1,66,46,33,16,0
Hard,24.8377823409,167,5,R32,132,3,106,62,55,24,104542,R,188,30.7542778919,10,2725,105732,,1
Hard,105453,R,178,26.0533880903,7,4235,104198,26,32.6242299795,27,5,R32,168,1,123,73,54,30,0
Hard,103819,R,185,34.4449007529,3,8165,105777,27,24.6762491444,28,5,R32,160,5,112,69,52,24,0
Hard,105138,R,,27.7618069815,21,1640,105227,12,27.3045859001,13,5,R32,155,3,114,72,56,23,0
Hard,104607,R,196,30.3353867214,6,4560,106401,29,20.7282683094,30,5,R32,147,6,112,64,50,26,0
Hard,105723,R,185,24.9034907598,74,693,104534,,30.7898699521,87,5,R32,155,6,129,78,61,24,0
Hard,104792,R,193,29.3798767967,25,1485,103565,,35.6714579055,225,5,R32,104,1,96,62,40,15,0
Hard,30.4859685147,51,5,R32,115,3,93,54,43,23,104527,R,183,30.8090349076,4,6865,104586,,1
Hard,26.803559206,33,5,R32,158,6,107,63,53,20,104918,R,190,28.6789869952,2,8945,105311,32,1
Hard,104925,R,188,28.6598220397,1,16790,104468,14,31.0581793292,15,5,R16,272,1,177,110,77,37,0
Hard,30.7542778919,10,5,R16,122,3,83,50,37,21,105453,R,178,26.0533880903,7,4235,104542,9,1
Hard,25.1143052704,16,5,R16,88,1,67,42,36,16,103819,R,185,34.4449007529,3,8165,105676,15,1
Hard,104792,R,193,29.3798767967,25,1485,105723,,24.9034907598,74,5,R16,157,4,112,69,56,27,0
Hard,30.7296372348,11,5,R16,124,2,87,45,37,31,103970,R,175,33.7960301164,8,4145,104545,10,1
Hard,104918,R,190,28.6789869952,2,8945,106071,16,23.241615332,17,5,R16,150,1,98,56,41,24,0
Hard,103819,R,185,34.4449007529,3,8165,104607,6,30.3353867214,6,5,QF,136,3,87,60,50,13,0
Hard,29.3798767967,25,5,QF,137,4,101,62,52,24,105683,R,196,25.0595482546,14,2270,104792,23,1
Hard,104918,R,190,28.6789869952,2,8945,105683,13,25.0595482546,14,5,SF,243,2,146,99,78,32,0
Hard,104925,R,188,28.6598220397,1,16790,104918,2,28.6789869952,2,5,F,173,3,111,73,54,20,0
